1,öncelikle ürün 1 günde elime ulaştı teşekkürler hepsi burada fakirin urunlerinin kaliteli olduğunu duymuştum fakat yinede insan tereddüt ediyor herseyin iyisi kötüsü vardir diye arkadaşımla beraber aldik ikimizde cok memnunuz özellikle çekim gücünün ayarlanabilme özelliği cok guzel böylelikle fazla ses istemeyenler cok ses çıkarmıyor cekimi düşük ayarda ve çokta guzel çekiyor başlığının kaliteside süpürgenin malzemeside gayet kaliteli duruyor teşekkürler fakir
1,Önceden Vatan Bilgisayar'da küçük ev aletleri reyonunda çalıştığımdan Darky serisi kesinlikle tavsiye ettiğim üründü. emektar süpürgem bozulunca bu ürünü aldım.tek kusuru ses seviyesi fazla ve biraz ağır. Ama emiş gücü mükemmel. halılarınız çok inatçı değilse günlük süpürme işleminizi kolayca yapabilirsiniz. başka sitelerde dik durmuyor düşüyor gibi yorumlar okudum. Süpürge başlığını öne doğru eğdikten sonra tık sesi duyduğunuzda kilitlenmiş oluyor. kolay kullanım. kesinlikle tavsiye ederim.
1,"Önceki modelinde  kablo, motorun oradan kopuyordu.Yenisine ihtiyacım oldu.. Umarım bunda aynı sorun olmaz.İKutudan sert zemin ve kıyı köşe aparatıda çıktı malzeme kalitesi güzel.Sesi biraz fazla ama çekim gücü güzel. Hepsiburada aynı gün kargo diye satıyor ama ertesi gün gönderdi."
1,Fakir bu konuda gerçekten çok iyi daha önce farklı bir model fakir kullanmıştım ve çok memnun kalmıştık. O yüzden düşünmeden yine fakir aldık. Bordo rengi geldi fena değil sadece süpürme aparatının malzeme kalitesi biraz düşündürücü. Çekişi gerçekten mükemmel ama bu tip makinelerde halıyı havaya kaldırıyor gibi yorumlara pek itibar etmeyin. Normal süpürge performansı beklemeyin. Günlük ufak işler için ise bir harika.
1,güzel  bir ürün
1,RENGİNE KENDİNE AŞIK OLDUM KESİNLİKLE ALINMASI GEREKEN BİR ÜRÜN HER EVE LAZIM.
0,4 günde zor geldi bütün Bursayı gezdi gelmeyince kendim gidip aldım ve hala kargo takibinde yolda görünüyor ??????
1,"ben cok begendim , ev tozlansada supursem diyorm o derece . borusuna bisey tikanmsti ona ragmen supurdu , temizledkten sonra zaten eski gucune dondu , muhtesem bi supurge"
1,"elektrikli süpürgelerini çok araştırdim neredeyse markalar arasına teknoloji farkı yok buna emin olabilirsiniz, toz torbasiz süpürgeler yeni nesil olarak daha güzel bir deneyim sunuyor, Philips e gelince TV den sonra ikinci Philips ürünüm emiş gücü iyi haliyi kaldırıyor, başarılı bir ürün"
1,Philipis alın ben simdiye kadar hiç ev süpürmemişim dedim emiş gücü cok kuvvetli fiyatına göre cok cok iyi
1,Süpürgeyi ablama aldım. Çekim gücünün iyi olduğunu tozu tekrar geri vermediğini söyledi. Tek problem kargo teslim anında oldu. Getiren arkadaş içini açıp bakmak istediğimizi herhangi bir eksiklik veya hasar varsa tutanak tutturmak istadiğimizi söylediğimizde böyle bir uygulamanın olmadığını söyleyerek reddetti. Bizde imza alanına bunu not düşerek teslim aldık. Ama teslimatta hızlıydı. Sipariş verdiğim günün ertesi ürün elimizdeydi.  En uygun fiyatla almış olduğum BeyazEşyaMerkezi ne teşekkürler.
1,"Kesinlikle memnun kaldım, evin temizlendiğini hiç bu kadar hissetmemiştim."
1,Sadece muthis bir supurge boyutuna gore cok harika cekisi var cok memnun kaldim masallah diyeyim
1,ürünü hesaplı mağaza olarak seçtik fiyat performans ürünü toz düşmanı kaçırmayın
1,1 günde geldi gerçekten HB ekibine çok teşekkür ederim. Açtık kullandık annem sevdi ?? çekerken tozları görmek mutluluk verici her bayan temiz bir ev ister ????????
1,"harika. atom karınca gibi. nefesi çok kuvvetli ne toz kalıyor ne tüy, kıl hepsini çekiyor. tek seferde temizliyor."
1,2 gün içinde elimize geçti hemen denedik önceki makinamıza göre küçuk boyutlu ama marifet boyda değilmiş umduğumuzdan daha iyi çıktı çekim gücü güzel yeterli.. bu fiyata bu kalite gayet iyi. Herşey için teşekkürler.
0,"Arkadaş yanımda. Bir ona bakıyorum, bir ekrana. Önceki süpürgemizde Philipsti. Çok uzun süre gayet dayanıklı ve performanslı olarak vazifesini yerine getirdi. Aradan geçen yaklaşık 9 yıldan bu yana Philips kendini geliştireceğine, ürün nasıl daha dayanıksız olur da, yeni parçalar satarım düşüncesiyle mühendislerine maaş ödemiş anlaşılan. Nereden tutsan elinde kalıyor diyeceğim ama tutacak yeri yok ki! Boşaltma aparatını tutacak olarak tasarlamakta alkışı? hakediyor! . Plastik kalitesi 2. sınıf sayılır. Ses orta. Uzun lafın kısası Olmamış..."
1,ürünün çekim güçü çok iyi.
1,çok beğendim. tavsiye ederim.
1,Fiyat performans olarak gayet güzel bi ürün çekiş vakum gücü baya iyi tavsiye edilir...
1,Kendimize anneme kız kardeşime Ald ik. küçük güzel. emiş gücü İyi. tek eksik sanırım tutma kolu. yerine götürürken sürümem zorunda kalıyorum. Küçük evler için ideal uygun. başlıkları ve kalitesi mükemmel. tavsiye ederim.
1,Ürünü yeni aldım. Bir kez kullandım. İlk izlenimlerim boyutları küçük hafif. Çekiş gücü boyutlarına göre çok iyi. Hatta çalıştırıp duvara tutturdum o derece yani. Hortum kısmı baya uzun. Boşaltma haznesinin kullanımı basit. Sesi ne çok fazla ne çok az. Hoşuma gitmeyen tarafları ise tutma sapının olmaması taşımayı güçlestiriyor ayrıca diğer nokta Çin de üretiliyor olması. Buna göre karar verin.
1,Fiyatınin üstünde bir süpürge orjinal kutusuyla ve zamanından önce kargonun gelmesi ayrıca bir özellik henüz kullanmak nasip olmadı ama çok güzel teşekkürler bu hizmeti sunduğunuz için. .
1,"Abartısız 1 ay, neredeyse 20 makine üzerine araştırma yaptım.Forumlar,yorumlar,eş dost,kolu komşu, mağaza görevlisi vs. F/P dengesi süper ötesi, eşdeğer markaların makineleri klasik ismi bilinenlerin dışında kalanların başlangıçta çok iyi olduğunu,hatta bu üründen bile iyi olduğunu iddia edenlerin, sonrasında çekim gücü, malzeme kalitesinden pişman olduklarına şahit oldum. Kısacası Philips'i bu konuda tek geçerim,bu ürün küçük, güçlü, sağlam ve torba derdi yok.Paranız çok ise maraton serisi alın, yok   500-1000TL arası ise lütfen araştırmayı bırakıp sepete ekleyin, boşa yorulmayın... Hepsiburadaya teşekkür etmeyi unutmuşum:)"
1,parasını hak ediyor Hepsiburada ya teşekkürler
1,Ürün fiyatına göre performanslı halıları derinlemesine temizlediği belli oluyor temizlik esnasında toz kokusu olmuyor hepsiburadaya ayrıca teşşekkür ederim bu zamana kadar aldığım ürünlerde ve iade etmelerde hiç bir sorun yaşatmadıkları için .Yanlız şunu düşünün 650 watt elektirik çeken süpürgfe bu kadar performanslı olması çok güzel eski süpürgem 1500 waat idi bu performansın yarısı bile değildi.
1,Gayet güzel çekimi
1,Süper
1,Bu paraya en iyisi budur bence satıcı da sağolsun zamanında gönderdi ürün sıfır kutusunda orijinal haliyle geldi teşekkürler
1,Esim çok beğendi küçük ama güzel bir makina
1,"Başarılı fiyat fayda dengesi gayet başarılı. Amacına uygun, küçük, hafif, sağlam, çekişi iyi, temizlemesi kolay, bir süpürgeye daha fazla ödemek çok gereksiz bence. Tavsiye ederim."
1,"beklenilen ne ise onu veriyor, çekim gücü yüksek, yeni yıkanmış halıdan çıkanları görünce şaşırıyor insan.. bu fiyata cok iyi bir ürün..."
1,ürünün boyutu normal. marathon serisinden daha ufak tabi. emiş gücü gayet iyi fazlası var eksiği yok. süpürdüğünüzde temizlik hissi kesinlikle oluşuyor. ses konusu ideal ne çok sesli ne de çok sessiz.
1,Süpürge bugün elime geçti. İlk izlenimlerimi boyut olarak küçük her yere sığabilir. Sese gelince çok rahatsız edici değil yanında biraz yüksek sesle konuşulabilir. Malzeme kalitesi iyi. Temiz halıyı tekrar supurdugumde ince tozların çıktığını gördüm. Toz haznesinin boşaltmak kolay yalnız kapağını açtığında tozlar biraz çıktı ama içerisinde sadece yeni ve küçük tozlar olduğu için olabilir. Tavsiye edilebilir bir cihaz eğer uzun kullanımda çekişi de azalmaz ise güzel makine.
1,"Ürün cok hızlı bir şekilde elime ulaştı. Zaten burdaki yorumlara guvenerek aldım ilk deneyimim de güzeldi ,çekimini cok begendim.insallah böyle devam eder hayırlı satışlar??"
1,selamlar. öncelikle üründen ses olarak çok kafa şişirmese de 1000-1500 tl lik makina sessizliği beklemeyin. çekim gücü kesinlikle kusursuz. kargo paketi özenli hazırlanmıştı. fiyat olarak bu aralıklarda alabileceğiniz en iyi cihaz.
1,Ablama hediye aldım çok memnun çok beğendi teşekkürler hepsiburada  yıllardır her ihtiyacımı karşıladı sorunsuz ürünlerim elime ulaştı.
1,"Ürünü dün teslim aldım gayet memnun kaldım, inşallah uzun süre bu şekilde devam ederO?."
1,Güzel ürün hızlı kargo
1,annem için aldiğim bu marka gerçekten çok başarılı almak isteyenler rahatlıkla alabilir
1,"valla bizim evde temizlik olmuyormus, onu anladık...:=))  inşaallah uzun soluklu kullanırız..makina şimdilik süper!"
1,"Ürünü alalı 1 ay kadar oldu. Çekim gücü çok iyi, dışarı toz püzkürtmesi yok. Ürünün kullanımı halısız zeminlerde çok rahat fakat halı üzerine geldiğinizde biraz zorluyor. Eğer bel probleminiz varsa alışana kadar biraz zorlanabilirsiniz. Ama halılarınızdan çıkarttığı tozu görünce zorlasada kullanmaya devam ediceksiniz. Toz kabının temizliğini yapmakta gayet kolay. dökerken tozların uçuşması olmuyor. Ama tabiki dikkatli olmakta fayda var. Kullanım sırasında hareket ve manevra kabiliyeti gayet güzel, dik taşınabilmesi , ufak olması ve az yer kaplamasıda diğer avantajları. Bir tane sabit sap üzerinde toz alma aparatı, bir adet koltuk aralarına girecek ince uçlu ve yatak altlarına girebilecek daha ince fırçalı uçlu olmak üzere ekstra üç uç çıkıyor ve gayet yeterli.Şu an için bir eksi tarafını görmedim alacak olanlara tavsiye ederim. "
1,Şimdilik herşey güzel umarım böyle devam eder.piyasada ki en uygun fiyatta hepsi buradadaydı.teşekkürler
1,Oğlumun alerjisi çıkınca toz tutması A sınıfı olan bu ürünü aldım çok memnunum lakin toz haznesini temizlemek girinti çıkıntının çok olmasından dolayı zorlaşıyor.performansı çok iyi .bunca yıl temizlik yapmamışım diyorsun çıkanları görünce.
0,elektirik süpürgesi çok güçlü çektiğinden iade ettik... Kesinlikle tavsiye etmiyorum çünkü güç ayar düğmesi yok...
1,Cihaz Güzel Sesiz ve Şu an Sorunsuz
1,"Çok güzel ürün, satıcısı da ayrıca iyi. Ürünü aynı gün sabah 9da sipariş ettim, akşam 6 da elime ulaştır. Çok memnun kaldım. Paketleme zaten güzeldi."
1,ürünü bügün alıp kullandık çekim gücü mükemmel aparatları çok iyi ve kullanışlı temizligi inanılmaz kolaylastirdi bu fiyata harika bir süpürge
1,"Merhabalar, öncelikle hızlı kargo için teşekkürler 1 günde ve sağlam teslim edildi. Ürünü kullandığımızda yoruma ekleyeceğim."
1,Hepsi  burada.  Com a teşekkür ederiz. Piyasada satılan  pahalı  ürünün  aynisini  hepsi burada  dan 150 TL daha ucuza aldık. 36 saatte  de elimize ulaştı.tesekkurler.
1,Bende genelde bir ürün alırken ilkönce yorumlara bakarım bu yorumuda süpürge alacaklara yardım olması amaçlı yapıyorum dün verdik siparişi bugün elimize ulaştı  süpürge gerçekten harika çekiş gücü sesi dış görünümü hafifliği denemek amaçlı salondaki halıları süpürdüm inanılacak gibi değil 2 dk çıkan toz bizi şok etti harika fiyat olarakta kalite olarakta hiç düşünmeden alın derim
1,Çekiş gücü güzel ve dedikleri kadar sessiz. Boşaltması kolay. Tek eksiği güç ayarı yok
1,philips kalitesi ve bu fiyata kaçmaz... cok şık bir tasrimi var diger supurgeler gibi hantal degil evde saklamasi kolay cekis gucu iyi ses cok yok herkese tavsiye edebilecegim bir ürün..
1,Hortumunun sertliği dışında gayet güzel
1,Güzel ürün
1,"6-7 makine arasında kalıp, ""İyi ki almışım"" dediğim harika elektrik süpürgesi. İnsanların şu ürüne ""ses çıkartıyor"" demesi anlaşılır değil. Saç kurutma makinesinden çok daha az ses çıkartıyor. Temizleme gücüne gelince; harika bir çekim gücü var. Evi özellikle dün temizlemiştik, halılardan çıkan tozları görünce inanamadık. Fiyat-performans açısından bir saniye bile düşünmeden alınabilir. Hiç öyle 1000 TL'ler filan vermeyin, çünkü o elektrik süpürgeleri kadar maharetli. Bu arada siparişi verdikten yaklaşık 15 saat sonra elektrik süpürgesini getiren arkadaşa da çok ama çok teşekkür ediyorum.  Tekrar söylüyorum, düşünmeden alın."
1,Hızlı teslimat. Ürünün fiyat performans oranı çok iyi
1,"Ürün gayet hızlı bir şekilde elime ulaştı, çok memnun kaldımO?"
1,"Dun sparis verdim bugun elime ulasti ve cok ozenli bir paket yapilmis sekilde geldi. Emis gucu cok guzel, urunu bir magazada deneyerek alma karari vermistim.kucuk ve hafif olmasi temizligo pratiklestiriyor. Cok sessiz olmasada rahatsiz edici bir sesi yok. Memnun kaldim. Bazi yorumlarda ilerleyen zamanlarda performansi dusuyor gibi yorum yapanlarda olmus. O kismini da zamanla gorucem. Ama tavsiye edilebilir bir urun kesinlikle"
1,Çekiş gücü gayet başarılı. Gürültü fazlasıyla az ama daha azını isteyenler iki katı fiyat ödemeli bilsinler. Makine çalışırken telefonu duyuyorsun diğer odada ki biriyle bağırmadan konuşabiliyorsun. Ses konusunda içiniz rahat olsun.
1,Beklediğimden küçük çıktı emiş gücü iyi ama çok ses çıkartıyor. onun haricinde artı ve eksilerini kullandıkca göreceğiz
1,Derin bir araştırmadan sonra sipariş verdik hemen hemen memnun olmayan beğenmeyen yok.
1,Paketim kısa sürede elime ulaştı gayet iyi makina çekiş kuvveti çok iyi özelikle.
1,süpürge phılıps mofel 9331 kontrol ettim uygun perfomans çok iyi philips kalite güç ve eşim çok beğendim ürün kargo hızlı memnun oluyorum
1,kompakt grup içinde alınabilecek en güzel ürün. gayet güzel görünüyor.
1,"Emiş gücü iyi. Fakat çalışırken çok aşırı ses çıkartıyor/(gürültü yapıyor).Toz haznesini boşaltırken ortaya sacılan tozlara dikkat etmek lazım. Eger ben gürültüye dayanırım, gürültüye aldırmam diyorsanız tavsiye ederim. Aksi takdirde almanızı tavsiye etmem."
1,ürün cok güzel hızlı teslimat tskler
1,Cekisi gayet guzel foyatina gore performansi cok iyi
1,"Boyutları evime uygun. özellikle büyükşehirlerde küçücük evlerde yaşıyoruz, o yüzden boyut benim için önemli. ayrıca performansı da çok iyi. süpürdükten sonra kesinlikle evde koku yok, havada toz uçuşmuyor. havanın emizlendiği hissin ide veriyor. ben memnun kaldım, philips kalitesi bu fiyata..çok iyi. tavsiye ederim."
1,"Annem için aldım. Sökülmesi, takılması pratik. İlk denemede halıdan çıkan toza annem inanamadı. Şık ve hafif. Fiyat-performans açısından hakkını veriyor."
1,"Çekiş gücü halıyı halıları yerden kaldırıyor, topladığı toz inanılmaz. Aparatlarının hortum üzerinde olması kullanım için çok avantajlı."
1,"Emiş gücü çok yüksek, ses seviyesi çok fazla değil, köşeleri iyi temizliyor. Alerji filtresi var, bebek evler için tercih sebebi, özellikle bizim gibi emekleme çağında bir bebeğiniz varsa. Fiyat perormans olarak da çok iyi, kesinlikle tavsiye ederim."
1,"Ürün gercekten iyi bir sekilde süpürme performansı sağlanıyor, kullanınca bu kadar normal bir ses ile nasil bu kadar cekim yapıyor diye şaşırmıştım. Ayrıca kompakt ve şık bir süpürge. Kesinlikle tavsiye ederim."
1,"Başarılı bir ürün,kullanımı rahat,en önemlisi toz haznesini boşaltmak çok kolay ve hijyenik."
1,"PowerPro City Toz Torbasız Süperge küçük bir kutu icerisinde geliyor. Süpürge iki farklı başlık ile satışa sunulmus. Üretildiği malzeme sert plastik. Bu da insana kırılacak korkusu vermiyor degil. Ürünu çalışınca boyutlarının kücüklügune karsin yuksek bir emis gucu ssgliyor. Özellikle kaygan zeminlerdeki toz toplama becerisi mükemmele yakın durumda. Koltuk, döseme temizligi icin mukemmel olmasa da bu urun icin yeterli bir kalite sunmus. Hali supurmesi bence aradaki en zayif ozelligi. Hali uzerine yapismis bulunan tozlari almakta zorluk yasiyor. Bunun supurge sapinin tasarumindan kaynaklandigini soylemekte mumkun. Cunku sap tutmaniz icin egimli olarak tasarlanmis. Fakat plastik elinizden kayiyor bu nedenle haki uzerinde emis gucu yuksek olan supurgeyi hareket ettirmek zorlasiyor. Bu kucuk canavar, toza kirintiya ve evdeki parcaciklara karsi savasinizda sizin kucuk yardimciniz olmaya aday. Torbasiz supurgenin temizlenmesi oldukca kolay. Tozun dagilmasi gibi bir durum soz konusu degil. Bu benim icin oldukca degerli. Herkese tesekkurler "
1,Ürünü yaklaşık iki haftadır kullanıyoruz ve almak isteyenlere objektif biçimde görüşlerimi yazarak yardımcı olmak için yazıyorum. İlk başta çekim gücünün 650W olduğunu duyunca biraz önyargılı yaklaştık çünkü evimizde shaggy halı var ve bir önceki 2200W çekiş gücüne sahip makinemize göre hayal kırıklığı yaşayacağımızı tahmin ettik. Fakat bizi tamamen şaşırtan bir makine ile karşılaştık. Yapısı itibari ile oldukça ağır olan Shaggy halımızı yerinden kaldırabilen bir çekiş gücüne sahip bir elektrik süpürgesi olduğunu gördük. Montesi oldukça kolay. Tek elinizi kullanarak bile makinenin her tarafını söküp takabiliyorsunuz. Toz torbasının olmaması oldukça iyi bir özellik. Bu özelliği daha iyi kılan içindeki huni şeklindeki bir filtre. Bu filtre tozları ayrıştırıyor. Susuz ve torbasız birçok makinede süpürme işlemi sırasında toz haznesinin içinde devamlı dönen ve ses çıkaran tozları görürsünüz. Hatta bu tozların bir kısmı toz haznesini boşaltırken bir anda dışarı fırlar. Bu makinede öyle bir sorun yaşamadık. Bu makineyi almamızdaki bir başka neden ise tozları emme ve dışarı vermeme iddiası idi. Sanırım bu iddialarında kesinlikle hakılılar çünkü toz kovasına monte oldukça kalın mavi bir sünger filtre var. Bu filtrenin özelliği yıkanabilir olması. Ayrıca diğer makinelerde olduğu gibi arka tarafında hepa filtreye sahip. Kablosunun birçok makineye göre uzun olması evin her odasında prize takma zahmetinden sizi kurtarıyor. Üzerine monte biçimde gelen küçük bir fırçalı başlık daha var. Takma çıkarma zahmeti yok. Özellikle TV ünitemizi ve sehpalarımızı çizmeden süpürmemize yardımcı oluyor. Gözümüze çarpan olumsuz nokta hortumunun oldukça sert olması ve bu yüzden istediğiniz gibi dolayarak daha az yer kaplamasını sağlayamıyorsunuz. Memnun kalmazsam geri iade etmeyi düşünerek aldığım bir üründü. Fakat şu anda kesinlikle tavsiye ettiğim bir ürün.
1,çok şık çok küçük saklama açısından kolay pratik. çekiş gücü çok iyi. ses seviyesi normal. küçük parçaların üzerinde bulunması ürün kullanımını pratikleştiriyor. hafif ve taşınması kolay ancak makineyi tutacak bir sap yok. birçok ürün kullandım ancak bu makine tüm güzel özellikleri bir arada toplamış.  kullanıcılara rahatlıkla tavsiye ediyorum.
1,"Elektrik süpürgesi ufak olması diğer kullandığım elektrik süpürgelerine göre gayet başarılı tabi ki bana göre eksileri ve artıları mevcut en önemlisi birinci seviyede olan ses çok yüksel desibel derecesi var ama buna rağmen evimizi temizlediğimiz diğer elektrik süpürgesi sonrasında fazla bir zaman geçmeden bu aldığımız power pro city modeliyle yine temizlik yaptığımızda ortaya çıkan tozlar inanılmazdı sanki bir aydır hiç temizlenmemiş gibiydi oysaki sadece birkaç gün olmuştu. kullanma kılavuzundaki resimlerle anlatım gayet başarılı ve yeterli oluyor. elektrik süpürgesi borularının birbirine geçmesindeki kolaylık mükemmel ve tik sesini duyup temizlik borularının oturduğunu anlayabiliyorsunuz. borunun ucunda mavi renkli bir fırça var Bu fırçayı bir düğme ile ileri itip koltuk süpürürken kullanabiliyorsunuz. başka kullanıcılar da düşünülmüş boya orantılı olarak yüksekliğini ayarlayabiliyorsunuz. ayrıca metal boruda bir plastik ince uç daha takılıydı Bu aparat ile koltuk aralarını veya buna benzer ince aralıkları süpürmek için kullanabiliyorsunuz.  1,5 litre toz toplama haznesi bulunuyor. torbasız olmasının yanında tozların parçalanıyor oluşu çok iyi. yanlışlıkla çektiğiniz sert nesneler haznede dönüp tuhaf seslere sebep olmuyor.  "
1,"Ürünü ilk gördüğümde ebatının küçük olması sebebiyle performans açısından şüphelerim vardı ancak kullanmaya başlayınca tüm endişelerim kayboldu. Ayrıca bu özelliği muhafaza etmek konusunda harika. TriActive başlık çok iyi ve tüm aparatlarına çabucak ulaşabiliyorsunuz. Özellikle fırça başlığı her an ulaşabiliyor olması çok keyifli.En önemlisi toz haznesini boşaltmak çok kolay, tek elle rahatlıkla boşaltabiliyorsunuz."
1,Ürün hafif ve küçük olması sebebi ile gerçekten ürün kolaylığı sağlıyor
1,"Çalışan bayanların kabusu temizlik...phılıps pro city le yaptığım temizlik hem çabuk bitiyor hem de derinlemesine temizlendiğimi hissediyorum.Süpürdükten sonra yerleri sildiğim su bile kirlenmiyor. en sevdiğim özelliği; borusuna entegre toz fırçası sayesinde koltukları rahatlıkla süpürüyorum ve sehpahaların tozunu bile alıyorum. koltuk,sert zemin ve halı çekiş ayarları süpürmeyi kolaylaştırıyor. borusu oldukça uzun iki büklüm olmuyorum.borunun uzunluk ayarı çok kolay yapılıyor. Ayrı ince başlığı sayesinde yatağımın altını çekmeden süpürebiliyorum. toz haznesi çabuk dolmuyor, dolduğunda ise kolaylıkla boşaltabiliyorum. etraf kesinlikle toz olmuyor.  İlk süpürgem torbalı phılıps di. çok memnundum. yıllarca kullandım. Bozuldugunda eşim başka marka bir süpürge almış. Hiç kullanamadım. phılıps kalitesine dönüş yapmaktan çok mutluyum. kesinlikle herkese tavsiye ederim."
1,"2 haftadır kullandığım ürünün performansı çok güzel, tasarımı cezbedici ve tekerlekleri sayesinde çok güzel işler çıkardım :) Ses seviyesi rahatsız etmiyor ancak keşke biraz daha sessiz olsaymış şahane olurdu ."
1,"Bu ürünü denediğimde gerçekten çok şaşırdım. İlk önce ürün çok küçük ama yaptığı işlevler diğer büyük süpürgelerle aynı. Ürünün sesi kullandığım diğer ürünlere göre çok çok az. Temizlik yaparken yanınızdakilerle konuşabilirsiniz. Ayrıca elektrik kullanımı çok az. Çekiş gücü gayet iyi. Daha fazla çekiş gücü isteyenler de olabilir fakat bu insanı yormaktan başka bir işe yaramaz. Ürünün toz torbalı olmaması hem sizi toz torbasına para vermek zorunda bırakmıyor hem de torba dolunca çekiş gücünün düşmesi gibi bir problemi yaşatmıyor. Ayrıca ürünün su hazneli olmaması da haznenin temizliğinin zorluğunu yaşatmıyor. Temizlik aparatlarının, teleskobik boruya katıp çıkartılması çok kolay. Ayrıca klipsli bir şekilde takılıyor ve aparatları yamuk takma sorununa engel oluyor. Halı, zemin ve halı temizlik ayarları borunun üstünde olması işinizi kolaylaştırıyor. Yalnız ürünü halının üzerinde hareket ettirmekte biraz zorlandım. Tekerler ürünü yeterince yükseğe kaldırmıyor gibi. Zaten rahat hareket eden bir süpürgeye daha rastlamadım. Bir de ürünün zemin temizlik ucu, çok alçak olan koltuklarımın altına girmedi. Bunu göz önünde bulundurmanızda, hesaplamanızda fayda var. Ürünü genel anlamda çok beğendim. Çok fazla artıları var. Siz de küçük, pratik, ekonomik, sessiz olsun ama büyük profesyonel süpürgelerle aynı işlevi yapsın diyorsanız kesinlikle tavsiye ederim."
1,"Bugun kullanmaya basladim ve tek kelimeyle bayildim hafifligi,cekis gücü,toz haznesin kolay temizlenmesi herseyiyle  isimi kolaylastirdi.manevra kabiliyeti super "
